number,short_description,description,urgency,state,story_points,acceptance_criteria,comments_and_work_notes,impact,priority,assigned_to,parent,active,backlog_type,assignment_group,product,sprint
729878,"As a VIP Dashboard user, I want the ability to select different fields to report on for the ""VIP Projects Report""","Refer to attached Excel spreadsheet for reference",1 - Critical,Done,3 pts,"Acceptance Criteria:

-Modify the existing ""VIP Projects Reports"" report base on mock-up design attached to report, including new parameters/filters and fields
-Resolve defects listed in Excel spreadsheet
-Rename report to ""VIP Projects"" per 06/13/18 meeting
-Add ""Clear"" button to report for users to reset to the default search parameters and reloads the report
-When ""Actual"" data is not available, use the ""Projected"" data (per 06/08 ""VIP Dashboard - ""VIP Projects by Phase"" Report Calculations"" email and confirmed in email on 06/13)
-Add ""Projected"" and ""Actual"" in designated column headers per Excel spreadsheet

 ","1. Perdue, Megan A. (Grant Thornton) - May 30, 2018, 1:58 PM
Added: attachment 111975 (20180523_VIP Dashboard_Sprint 15 UAT Results_v1.xlsx), attachment 111976 (20180515_VIP Dashboard_VIP Projects by Phase_Mockup-D. Miller.xlsx)

2. Perdue, Megan A. (Grant Thornton) - Jun 13, 2018, 1:33 PM
Added: attachment 113507 (20180509_VIP Tool_Requirements Gathering_VIP Projects by Phase Rpt.docx)

3. Perdue, Megan A. (Grant Thornton) - Jun 13, 2018, 1:35 PM
Added: attachment 113511 (RE VIP Dashboard - VIP Projects by Phase Report Calculations.msg)",Moderate,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000017,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
766659,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 2]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 2]",3 - Medium,Done,5 pts,"","",Moderate,Unassigned,"Unassigned",rtcSprint00000017,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
766665,"Action Items","Action Items",4 - Low,New,0 pts,"","",Minor,Unassigned,"Unassigned",rtcSprint00000017,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
746903,"As an OMB Administrator, I want to submit test and final files to the Federal IT Dashboard and view the results of the submissions","As an OMB Administrator, I want to submit test and final files to the Federal IT Dashboard and view the results of the submissions",2 - High,Done,5 pts,"Acceptance Criteria:

-Enabled for OMB Submission Admin group
-Ability to click on ""Test"" button for XML files that have been passed internally for schema and business validations
-Ability to view results under the ""ITDB Test"" column if test file has passed or failed
-Ability to view errors provided by the Federal ITDB in a separate tab by clicking on the red exclamation mark under the ""ITDB Test"" column
-""Test"" button becomes disabled if test submission is successful and ""Submit"" button will be enabled
-Ability to click on ""Submit"" button to submit final files to ITDB
-Ability to view results under the ""ITDB Submission"" column if test file has passed or failed
-Ability to view errors provided by the Federal ITDB in a separate tab by clicking on the red exclamation mark under the ""ITDB Submission"" column
-""Submit"" button should be disabled once file has passed ITDB Test and ITDB Submission submissions
-Update ""Submission Date"" column after Test or Submit buttons are clicked on","",Major,Unassigned,"Kolluru, Krishna K. (GovernmentCIO)",rtcSprint00000017,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
766662,"Monthly OMB Submission","Monthly OMB Submission",1 - Critical,Done,13 pts,"","",Significant,Unassigned,"Unassigned",rtcSprint00000017,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
750380,"As an EPS module user, I would like to have the EPS Code naming convention changed and add a ""Funding Type"" field for FY19 and beyond","Change EPS naming convention",1 - Critical,Done,8 pts,"Acceptance Criteria:
-Add ""Funding Type"" drop down field under the ""EPS Code"" tab under the ""Project Code"" field for FY19 and beyond
    -Make it a required field
    -Mirror drop down selections provided in attached email
-Hide ""Funding Type"" dropdown from FY18 and earlier EPS codes
-Provide drop-down option to select Funding Type under the ""New EPS Code"" column in the Multi-Copy pop-up
-Include this data in the ""FY EPS Code"" field on the EPS Rollup Report
-Update search criteria for ""EPS Code"" in main EPS module page
-Update ""Search EPS"" pop-up in Project Initiation page  
-Add ""Funding Type"" as an option in Multi-Edit pop-up for EPS records
 ","1. Perdue, Megan A. (Grant Thornton) - Jun 13, 2018, 12:38 PM
Added: attachment 113487 (20180613_VIP Tool_Requirements Gathering_PPO.docx), attachment 113488 (RE EPS update for FY19.msg)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000017,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
768514,"Deployment and release activities [OY1 Sprint 2]","Deployment and release activities [OY1 Sprint 1]",3 - Medium,Done,0 pts,"","",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000017,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000017
752181,"Deployment and release activities [OY1 Sprint 1]","Deployment and release activities [OY1 Sprint 1]",3 - Medium,Done,0 pts,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000016,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000016
639645,"As a Project Manager, I want to enter a required date before moving a project from Project Phase to the Product Phase so that the project record accurately reflects the current phase","As a Project Manager, I want to enter a required date before moving to the Project Phase so that the project record accurately reflects the current phase.",2 - High,Done,5 pts,"Acceptance Criteria:

-New pop-up will display titled ""Send to Product Phase"" when clicking â€œSend to Product Phaseâ€? button
-Pop-up will provide ""Project Phase (Actual) Finish Date"" field for users to enter in a date value
-Date value should follow same validations currently in place for this field
-New ""Save & Send to Product Phase"" button will only be enabled if date value is entered in
-Ability to click on ""Save & Send to Product Phase"" button which will send project to Product Phase, load Product Phase page, and save and display the date value entered in
-Ability to click on ""Cancel"" button which will close the pop-up and display the Project Phase page
 ","1. Rothman, Daniel R. (Government CIO) - Dec 13, 2017, 2:37 PM
Copied from work item 631002.",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000016,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000016
683238,"As an OMB Administrator, I want to display files that have passed OMB schema and business validations displayed in the Submit OMB File tab","As an OMB Administrator, I want to display files that have passed OMB schema and business validations displayed in the Submit OMB File tab",2 - High,Done,2 pts,"Acceptance Criteria:

-Display revise and non-revise XML files which have passed OMB schema and business rule validations in the ""Submit OMB File"" tab
-Data for the Investment Name, Generated By, Submission Type, and Date Generated will automatically display
-Change ""Date Submitted"" to ""Submission Date""
-Display all generated files on first tab, and show files that have passed schema and business rules at the bottom","",Major,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000016,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000016
751728,"Sprint 1 Documentation",".",3 - Medium,Implemented,0 pts,"","",Moderate,Unassigned,"Unassigned",rtcSprint00000016,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000016
750403,"Monthly OMB Submission","Monthly OMB Submission",2 - High,Done,13 pts,"","",Major,Unassigned,"Nair, Sindhu (Vidoori)",rtcSprint00000016,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000016
750401,"As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 1]","As a VIP Dashboard user, I want to have my technical issues in the production environment resolved so that I can use all dashboard functionality [OY1 Sprint 1]",2 - High,Done,5 pts,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000016,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000016
750463,"Action Items","Action Items",4 - Low,New,0 pts,"","",Minor,Unassigned,"Unassigned",rtcSprint00000016,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000016
624072,"As an OMB Administrator, I want to view revise and non-revise XML files that have passed OMB schema and business rule validations","As an OMB Administrator, I want to view revise and non-revise XML files that have passed OMB schema and business rule validations",2 - High,Done,2 pts,"Acceptance Criteria:

-Enabled for OMB Submission Admin group
-Under the ""Submit OMB Files"" tab, ability to click on ""View"" button  in the last column of the grid for each XML file
-When button is clicked, ability to view XML content in a separate tab in view only mode","1. Rothman, Daniel R. (Government CIO) - Nov 16, 2017, 1:00 PM
Copied from work item 624066.",Major,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000016,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000016
613373,"As an OMB Administrator, I want to have XML files that are generated validated for VIP Dashboard business rules for Projects and Investments","
OMB Business Rules needing validation (OMB validations are attached)
Project: 6 (12 test cases potentially)
Investment: 10 (20 test cases potentially)
Activity: 16 (32 test cases potentially)
Total: 32 business rules for OMB
10 are covered already by VIP Dashboard business validations (dates, etc)
-need to create happy path as well as when it breaks to confirm error messages


-will require generating fake data to ""break"" the rules (e.g., ensure error messages appear appropriately); Lac can assist with fake data
 ",2 - High,Done,13 pts,"Acceptance Criteria:

-Ability for VBO Oversight and OMB Admin groups to use these features
-Ability to validate XML files based on business rules for Projects and Investments using the ""Generate XML File(s)"" button
-Ability to view whether the business rules for Projects and Investments passed or failed for the generated XML file by displaying a green checkmark or red exclamation mark icons
-Ability to view business rule errors by clicking on the red exclamation mark icon
-When red exclamation mark icon is clicked on, Error file will display in Preview Box and the name of the Investment/UII for the error file is displayed at the top of the Preview Box
-Ability to download the error file by clicking the ""Download Error"" button at the bottom of the Preview box
-When the ""Download Error"" button is clicked, user has ability to ""Save"" or ""Open"" error file
-Error file will display to similar to attached email file in Rational (pending)



 ","1. Perdue, Megan A. (Grant Thornton) - Jan 12, 2018, 12:31 PM
Added: attachment 95660 (OMB Submissions and VIP.pptx)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",rtcSprint00000015,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000015
732462,"May CLIN Documentation","May CLIN Documentation",4 - Low,New,0 pts,"","",Minor,Unassigned,"Unassigned",rtcSprint00000015,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000015
731532,"As a Project Manager, I want to the view the ""Project Completion Percentage"" metric for each VIP project record","PWS: Develop the functionality and report to calculate a â€œProject Completion Percentageâ€? for each project.",3 - Medium,Invalid,5 pts,"Acceptance Criteria:

-Metric will display as part of common project information next to Project Name for VIP project records
-Calculation will include the following:
 
(Todayâ€™s date â€“ Project Planned Start date) divided by (Closeout Phase Projected Finish date â€“ Project Planned Start date) x 100.
-Displayed as a pie chart
-This metric should be displayed in Project Summary page next to Project Name
 ","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",rtcSprint00000015,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000015
732556,"Action Items","Action Items",4 - Low,New,0 pts,"","",Minor,Unassigned,"Unassigned",rtcSprint00000015,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000015
557161,"As an EPS user, I want to have a Roll-up Report that includes selected EPS record information","As an EPS user, I want to have a Roll-up Report that includes selected EPS record information",1 - Critical,Done,5 pts,"Acceptance Criteria:

-Create a canned report based on report template attached to user story and updates to report based on UAT feedback 
-All EPS records should be included in this report
-Parameters would include: Fiscal Year, Sub-Organization, Is Approved?
-Default display should include EPS records for current Fiscal Year
-Should mirror other reports' stylization, doesn't need coloring

-Add this report to the location of other 2 existing reports on the Admin module
-Make 508 compliance friendly (e.g., minimize coloring)




 ","1. Rothman, Daniel R. (Government CIO) - Feb 21, 2018, 4:01 PM
Added: attachment 99883 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\EPMO Enterprise Project Structure (EPS) 18.0.0.2.1_ExcelCopy.xlsx)

2. Rothman, Daniel R. (Government CIO) - Apr 4, 2018, 3:24 PM
Removed: attachment 99883 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\EPMO Enterprise Project Structure (EPS) 18.0.0.2.1_ExcelCopy.xlsx)
Added: attachment 105024 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\EPS Publication Template_20180404.xlsm)

3. Rothman, Daniel R. (Government CIO) - May 7, 2018, 12:06 PM
Added: attachment 108962 (\\VACOAPVCPM1001.dva.va.gov\FolderRedirection$\DVA\vacorothmd2\Documents\FW VIP Dashboard - Sprint 14 UAT Scheduling.msg)",Moderate,Unassigned,"Alemu, Befkadu N. (Vidoori)",rtcSprint00000015,"false",Product,VIP Team,VA VIP Dashboard,rtcSprint00000015
